Listing title,eBay item ID,Current promoted listings status,Quantity available,Total impressions on eBay site,Top 20 search slot impressions from promoted listings,% change in top 20 search slot impressions from promoted listings,Top 20 search slot organic impressions,% change in top 20 search slot impressions,Rest of search slot impressions,Non-search promoted listings impressions,% Change in non-search promoted listings impressions,Non-search organic impressions,% Change in non-search organic impressions,Total promoted listings impressions (applies to eBay site only),Total organic impressions on eBay site,Total page views,Page views via promoted listings impressions on eBay site,"Page views via promoted listings Impressions from outside eBay (search engines, affilliates)",Page views via organic impressions on eBay site,Page views from organic impressions outside eBay (Includes page views from search engines),Click-through rate = Page views from eBay site/Total impressions,Quantity sold,Sales conversion rate = Quantity sold/Total page views
Waterproof Reusable Diaper Bag - Large Mommy Handbag For On-The-Go Baby Care,404185888925,Promoted,70,624,5,-73.70%,24,-60.30%,193,347,-15.80%,55,-50.90%,436,188,1,0,0,1,0,0.20%,0,0.00%
Replacement Flex Cables For Switch Joy-Con Repair Parts Button Flex Cable,404189774099,Promoted,70,551,3,200.00%,14,-15.00%,227,296,140.70%,11,57.10%,325,226,2,0,0,1,1,0.20%,0,0.00%
Ulanzi  F38 Universal DSLR Camera Gimbal Arca Swiss Quick Release Plate,404238933018,Promoted,70,"4,022",105,-30.00%,193,-31.30%,748,"2,409",-15.90%,567,-24.90%,"2,766","1,256",15,6,0,9,0,0.40%,0,0.00%
Universal Motorcycle Rear View Mirrors CNC Bar End Handlebar Rear View Mirrors,403857259309,Promoted,60,523,4,-,14,5.90%,138,197,-25.40%,170,84.80%,217,306,5,1,0,4,0,1.00%,1,20.00%
1000ml Portable Travel Collapsible Foldable Pet Dog Bowl for Food & Water Bowls,403881076711,Promoted,60,176,0,-,1,0.00%,36,74,7.20%,65,-7.10%,78,98,1,0,0,0,1,0.00%,0,0.00%
Waterproof Ski & Snowboard Gloves - Thermal & Warm - Men & Women,404092358068,Promoted,60,228,0,-,1,-,11,213,31.50%,3,200.00%,213,15,0,0,0,0,0,0.00%,0,-
ROCKBROS Smart Bike Tail Light Auto Brake Sensing Waterproof USB Rechargeable,404123048081,Promoted,60,634,3,-40.00%,4,-56.30%,65,548,116.60%,14,-48.10%,554,80,1,0,0,0,1,0.00%,0,0.00%
Short Stunt Clutch Lever for CBR F2 F3 F4 F4I 650F 1000RR CRF 250R 450R CR 125R,404184727523,Promoted,60,400,10,100.00%,12,29.40%,76,282,16.00%,20,-51.20%,337,63,1,1,0,0,0,0.30%,0,0.00%
ESP-32S ESP32 WIFI Dual Core CPU Development Board BT Module Ultra-Low Power,404311547933,Promoted,60,251,3,100.00%,16,-,82,124,100.00%,26,100.00%,149,102,0,0,0,0,0,0.00%,0,-
Naturehike Mongar 2 Person Backpacking Tent Ultralight Travel Camping Tent,404312762876,Promoted,60,584,13,100.00%,74,-,159,262,100.00%,76,100.00%,301,283,0,0,0,0,0,0.00%,0,-
"7"" Professional Pet Grooming Kit Scissors Kit For Professional Pet Groomers",403844114814,Promoted,50,905,8,166.70%,15,-23.30%,53,634,68.20%,195,22.60%,650,255,9,4,0,5,0,1.00%,0,0.00%
30L Outdoor Military Molle Tactical Backpack Rucksack Camping Hiking Travel Bag,403848501342,Promoted,50,"7,030",4,100.00%,12,60.00%,105,"6,681",1686.40%,228,347.10%,"6,697",333,1,0,0,1,0,0.00%,0,0.00%
2PCS 6000K H8 H11 H16(JP) 9005/HB3 9006/HB4 LED Fog Light Day Time Running Light,403936301312,Promoted,50,92,0,-,0,-,11,63,-41.10%,18,-55.00%,64,28,0,0,0,0,0,0.00%,0,-
Coffee Filter Disposable Coffer Filters Natural Cone U - Shaped Coffee Filter,404089038993,Promoted,50,217,2,-33.30%,3,-16.70%,31,166,88.60%,15,-6.30%,170,47,0,0,0,0,0,0.00%,0,-
2pcs H8 H11 H16 9005 HB3 LED Bulbs - Super Bright Car Fog Lights 12V 6000K White,404120074287,Promoted,50,100,0,-,0,-,12,74,174.10%,14,-60.00%,74,26,2,0,0,0,2,0.00%,0,0.00%
Matte Black Basin Faucet Deck Mounted Single Lever Waterfall Bathroom Tap Mixer,404189136360,Promoted,50,966,1,-50.00%,18,-48.60%,163,668,-74.80%,116,-85.40%,670,296,2,0,0,2,0,0.20%,0,0.00%
T-aped Tripod Stand Background Backdrop Photography Adjustable Support System Ph,404207134526,Promoted,50,313,1,-80.00%,5,-64.70%,23,248,40.90%,36,-28.00%,257,56,0,0,0,0,0,0.00%,0,-
Ultralight 2 Person Hammock Tear Resistance Hanging Bed Portable Hammock,404312745021,Promoted,50,163,0,100.00%,18,-,56,59,100.00%,30,100.00%,59,104,0,0,0,0,0,0.00%,0,-
Camping Hammer Stainless Steel Outdoor Tent Peg Stake Mallet with Stake Puller,404312807056,Promoted,50,116,1,100.00%,4,-,41,52,100.00%,18,100.00%,54,62,0,0,0,0,0,0.00%,0,-
Waterproof Car Seat Cover Rear Back Seat Cover Protector For Kids Pets Travel,403844136294,Promoted,40,162,0,-,0,-,24,127,130.90%,11,-15.40%,128,34,1,0,0,1,0,0.60%,0,0.00%
Universal Motorcycle Handlebar Grips For Motorcycles Motocross Dirt Bike E-Bike,403859808503,Promoted,40,311,1,0.00%,6,0.00%,49,193,-35.90%,62,-8.80%,203,108,0,0,0,0,0,0.00%,0,-
6000K White COB Motorcycle LED Headlight H1 H4 H7 H11 Universal Motorcycle ATV,403984120203,Promoted,40,104,0,-,4,0.00%,24,38,-35.60%,38,-53.70%,39,65,2,0,0,0,2,0.00%,0,0.00%
380ml Mini Blender Portable Juicer Cup USB Rechargeable Fruit Smoothies Mixer US,404008226957,Promoted,40,"13,656",77,-35.30%,197,-17.50%,"1,227","10,244",2.30%,"1,911",-27.00%,"10,605","3,051",23,5,0,12,6,0.10%,0,0.00%
100pcs Luminous Wall Stickers Glow In The Dark Stars Stickers For Kids Baby Room,404089024783,Promoted,40,154,0,-,0,-100.00%,15,134,74.00%,5,-44.40%,139,15,0,0,0,0,0,0.00%,0,-
Folding Remote Car Key Shell Case for Toyota Corolla RAV4 Camry Avlon Scion,404117480504,Promoted,40,101,3,0.00%,5,0.00%,8,37,-35.10%,48,-64.20%,41,60,1,0,0,0,1,0.00%,0,0.00%
Remote Car Key M3N32337100 315Mhz For GMC/Chevrolet Silverado 1500 2500 3500,404117498264,Promoted,40,136,2,0.00%,1,-75.00%,23,88,83.30%,22,144.40%,92,44,6,2,0,0,4,1.50%,0,0.00%
"RGBIC LED Neon Rope Light with Music Sync, Smart App, Alexa & Google Compatible",404123253272,Promoted,40,827,11,10.00%,18,-35.60%,139,488,-54.20%,171,-64.70%,525,302,2,0,0,1,1,0.10%,0,0.00%
20FT High Bright Solar LED String Lights 20 Waterproof S14 Bulbs Outdoor Garden,404123289710,Promoted,40,630,6,-33.30%,13,-32.10%,77,452,83.70%,82,-22.60%,477,153,1,1,0,0,0,0.20%,0,0.00%
MT-16 Extend Tablet Tripod with Cold Shoe for Microphone LED Video Fill Light Sm,404238937456,Promoted,40,"1,095",5,-54.50%,9,-60.00%,101,945,228.10%,35,-28.60%,973,122,2,2,0,0,0,0.20%,0,0.00%
J12 Wireless Lavalier Microphone System Mini Mic iPhone Android Live Broadcast,404238942921,Promoted,40,411,17,-15.00%,13,-53.80%,154,156,-46.60%,71,-26.00%,192,219,1,0,0,0,1,0.00%,0,0.00%
Compact Electric Juicer - Portable and Ideal for Fresh Smoothies and Juices,404321441798,Promoted,40,21,0,100.00%,0,-,7,13,100.00%,1,100.00%,13,8,0,0,0,0,0,0.00%,0,-
Men's Backpack Multifunctional Waterproof Bags For Male Business Laptop Backpack,403868133641,Promoted,39,"1,154",3,50.00%,5,-72.40%,155,901,33.10%,90,-31.80%,913,241,2,1,0,1,0,0.20%,0,0.00%
Portable Outdoor Gas Camping Stove Cooking System For Camping Hunting Fishing,403847663186,Promoted,30,982,2,0.00%,4,-25.00%,29,926,109.50%,21,10.50%,932,50,0,0,0,0,0,0.00%,0,-
9005/HB3 LED Headlight 20000LM CSP Chip 12v LED 4300K 6500K 8000K Low Beam,403853521752,Promoted,30,123,0,-100.00%,7,-65.00%,40,39,-55.70%,37,-21.30%,41,82,1,0,0,1,0,0.80%,0,0.00%
Sur Ron X Side Fender Upgrade - Extended Length - Fits Light Bee X S Models,403878070386,Promoted,30,"15,417",120,-38.50%,783,-0.70%,"1,526","9,980",236.30%,"3,008",-25.20%,"10,320","5,097",91,33,0,54,4,0.60%,3,3.30%
Sur Ron X Rear Fender Upgrade Extended Rear Fender For Sur Ron Light Bee X S,403878070387,Promoted,30,"7,412",57,-5.00%,122,-26.30%,394,"6,061",287.00%,778,-23.00%,"6,164","1,248",15,2,0,12,1,0.20%,1,6.70%
SONOFF Zigbee 3.0 USB Dongle Plus Stick Smart Universal ZHA Gateway Home Bridge,403881257588,Promoted,30,"1,597",8,-46.70%,135,-9.50%,430,464,-13.10%,560,-32.90%,495,"1,102",13,0,2,8,3,0.50%,0,0.00%
Digital AC/DC Voltage Detector Test Pen Smart Non-Contact Tester Pen 12-1000V,403908182206,Promoted,30,172,0,-100.00%,6,0.00%,46,101,1.00%,19,-20.80%,103,69,0,0,0,0,0,0.00%,0,-
Microfiber Cleaning Cloth Rag Car Wash Detailing Towel Kitchen Dusting Bathroom,404090917599,Promoted,30,262,0,-100.00%,12,-62.50%,118,65,-81.50%,67,-76.90%,69,193,2,0,0,2,0,0.80%,0,0.00%
E-Collar Electric Dog Training Collar Remote Control Dog Collar with Vibration,404115009836,Promoted,30,112,3,-,10,116.70%,55,24,41.20%,20,53.80%,29,83,1,0,0,1,0,0.90%,0,0.00%
MT-11 Flexible Octopus Tripod Smartphone DSLR SLR Vlog Travel Portable Tripod,404238927399,Promoted,30,616,1,0.00%,4,-54.50%,24,464,318.00%,123,1.70%,469,147,0,0,0,0,0,0.00%,0,-
USB Type C Video Converter Cable 4K USB 3 HDTV Adapter Type C To HDMI,404311562166,Promoted,30,189,0,100.00%,3,-,9,99,100.00%,78,100.00%,100,89,0,0,0,0,0,0.00%,0,-
4G LTE Wireless USB Dongle 150Mbps Modem Stick 4G Sim Card Wireless Wifi Adapter,404311563827,Promoted,30,504,1,100.00%,7,-,78,313,100.00%,105,100.00%,316,188,2,0,0,1,1,0.20%,0,0.00%
1.3L 2.3L Kettle Camping Cookware Outdoor Cooking Set Pots Kettle,404312825274,Promoted,30,87,1,100.00%,3,-,20,43,100.00%,20,100.00%,45,42,0,0,0,0,0,0.00%,0,-
Gas Camping Stove Outdoor Burner Jet Boil Cooker Survival Stove Furnace,404312830382,Promoted,30,"2,876",26,100.00%,173,-,375,"2,232",100.00%,70,100.00%,"2,340",536,5,0,0,5,0,0.20%,0,0.00%
H11 LED Headlight 20000LM CSP Chip 12v LED 4300K 6500K 8000K Low Beam,403853521750,Promoted,28,365,0,-100.00%,49,-55.90%,109,36,-96.10%,171,-55.20%,39,326,2,0,0,2,0,0.50%,0,0.00%
Squeegee For Shower Mirror Window Glass Door Home Office House Cleaner Car Glass,403881076709,Promoted,20,222,7,250.00%,10,-34.60%,113,69,-10.40%,23,-28.10%,85,137,0,0,0,0,0,0.00%,0,-
110V 60W Electric Soldering Iron Gun Tool Kit Welding Desoldering Pump Tools Set,403960513769,Promoted,20,"1,024",0,-100.00%,4,-50.00%,54,894,-22.70%,72,-23.40%,898,126,1,1,0,0,0,0.10%,0,0.00%
3'' Inch 40W LED Cube Pods Ditch Lights Spot Work Light Bar Square Fog Light,403976630412,Promoted,20,437,2,0.00%,12,-41.70%,74,202,-58.90%,147,-0.70%,208,229,6,1,0,5,0,1.40%,0,0.00%
Portable Electric Juicer Blender USB Rechargeable Handheld Mini Blender,404008242187,Promoted,20,"2,920",51,-32.00%,85,-19.10%,665,"1,225",-30.40%,894,21.00%,"1,557","1,363",10,0,0,6,4,0.20%,0,0.00%
3L Cat Water Fountain Auto Recirculate Filtering Cat USB Water Dispenser,404088982175,Promoted,20,30,1,-,0,-,11,10,42.90%,8,-91.00%,11,19,0,0,0,0,0,0.00%,0,-
Car Window Windshield Cleaning Tool - Microfiber Wiper Cleaner Glass Brush,404090954184,Promoted,20,115,0,-,1,0.00%,14,83,72.90%,17,-26.10%,84,31,0,0,0,0,0,0.00%,0,-
Autel Maxicom MK808 OBD2 Scanner Car Diagnostic Tool Active Test & Code Reading,404120041699,Promoted,20,"5,625",12,71.40%,294,-4.10%,783,"2,959",92.10%,"1,577",7.40%,"3,000","2,625",11,4,0,7,0,0.20%,0,0.00%
9PCS Auto Detailing Kit Car Wash Cleaning Tools Towels Sponge Gloves Polish Pads,404172586740,Promoted,20,897,8,700.00%,50,70.60%,268,209,-20.20%,362,9.00%,226,671,11,1,1,8,1,1.00%,0,0.00%
TELESIN Adjustable Space Waterproof Carrying Bag for Gopro/Insta360/Osmo Action,404189646646,Promoted,20,763,6,-14.30%,9,15.40%,40,468,-8.60%,240,18.20%,494,269,1,1,0,0,0,0.10%,0,0.00%
Ultralight LED Headlamp Super Bright Hiking Camping Lights USB Rechargeable,404312769502,Promoted,20,74,2,100.00%,23,-,11,22,100.00%,16,100.00%,24,50,0,0,0,0,0,0.00%,0,-
"Auto Sunshade - Car Windshield Protection Parasol, UPE Alloy",404321444880,Promoted,20,21,0,100.00%,0,-,3,11,100.00%,7,100.00%,11,10,0,0,0,0,0,0.00%,0,-
Photochromic Cycling Glasses - UV400 Sunglasses for Outdoor Sports & Hiking,404321447411,Promoted,20,8,0,100.00%,3,-,4,0,100.00%,1,100.00%,0,8,0,0,0,0,0,0.00%,0,-
Portable Paperless Drip/Pourover Coffee Maker Perfect For Camping/Office/Home,403844676430,Promoted,19,"1,289",9,-30.80%,22,-8.80%,159,956,112.00%,143,-34.70%,"1,009",280,6,2,0,2,2,0.30%,0,0.00%
Black Kitchen Faucet Swivel Single Handle Sink Pull Down Sprayer Mixer Tap,403947101103,Promoted,19,"5,732",1,-,51,-20.00%,144,"5,240",74.70%,296,-32.00%,"5,244",488,1,1,0,0,0,0.00%,0,0.00%
HTC Rechargeable Electric Men's Hair Trimmer/Clipper For Body Grooming E-Razor,403844062873,Promoted,10,"1,663",16,45.50%,55,0.00%,120,"1,065",72.60%,407,178.80%,"1,090",573,14,2,0,8,4,0.60%,1,7.10%
USB Rechargeable Water Flosser Portable Oral Water Jet Teeth Cleaner 300ML Tank,403844087449,Promoted,10,233,3,0.00%,3,50.00%,50,172,-8.00%,5,25.00%,188,45,0,0,0,0,0,0.00%,0,-
Powerful Mini Cordless Handheld Vacuum Cleaner Car Home Desk USB Rechargeable,403844819500,Promoted,10,426,12,200.00%,14,-10.30%,175,155,-22.90%,70,-58.60%,180,246,3,0,0,0,3,0.00%,0,0.00%
Portable Cordless Electric Air Duster / Wireless Air Duster For Cars Home Office,403844898304,Promoted,10,106,6,-14.30%,6,-42.90%,79,4,-82.60%,11,37.50%,34,72,0,0,0,0,0,0.00%,0,-
150PSI 12V Electric Portable Air Compressor Air Pump Auto Tire Inflator For Cars,403849675407,Promoted,10,208,6,-62.50%,10,-52.90%,103,80,-89.40%,9,-90.00%,114,94,1,1,0,0,0,0.50%,0,0.00%
Car Trash Can Bin Waterproof Foldable Garbage Bags Hanging Trash Can Car Truck,403853491149,Promoted,10,318,3,200.00%,10,225.00%,113,75,-7.40%,117,-19.30%,84,234,2,0,0,2,0,0.60%,0,0.00%
5Pcs Car Detailing Brush Set For Wheels Tire Interior Exterior Leather Air Vents,403856482823,Promoted,10,297,0,-100.00%,15,-59.50%,116,101,-76.20%,65,-38.10%,106,191,0,0,0,0,0,0.00%,0,-
4PCS Universal LED Motorcycle Blinker Turn Signal Light 12v IP68 Waterproof,403856495796,Promoted,10,130,0,-,0,-100.00%,7,88,-13.70%,35,-52.10%,88,42,0,0,0,0,0,0.00%,0,-
Bluetooth Earphones Cleaning Kit For Airpods Earbuds Cleaning Tool,403864101424,Promoted,10,47,0,-,0,-,17,19,-47.20%,11,-31.30%,20,27,0,0,0,0,0,0.00%,0,-
6PCS ESD Anti-Static Stainless Steel Precision Tweezers Electronic Tweezer Set,403864121426,Promoted,10,420,0,-,3,0.00%,39,274,-2.50%,104,-20.60%,274,146,1,0,0,0,1,0.00%,0,0.00%
ESD Heat-Resistant Working Mat Soldering Station Mat For Phone Computer Repair,403864138182,Promoted,10,619,3,-25.00%,25,7.70%,138,312,7.20%,141,42.40%,325,294,7,0,0,7,0,1.10%,0,0.00%
Car Washing Snow Foam Bottle Lance Foam Cannon For High-Pressure Power Washers,403868475342,Promoted,10,"1,217",4,-73.30%,78,-39.30%,358,371,-41.20%,406,-31.40%,382,835,4,2,0,2,0,0.30%,0,0.00%
"Snow Foam Car Washer Spray Nozzles Set M22 1/4"" Quick Release Connector",403868475343,Promoted,10,455,15,150.00%,30,-8.20%,215,97,9.00%,98,-47.60%,138,317,4,2,0,2,0,0.90%,0,0.00%
Carbon Fiber Blocking Slim Money Clip RFID Card Holder Metal Men Wallet Gift,403881347258,Promoted,10,189,0,-,0,-100.00%,33,99,-34.40%,57,-46.20%,104,85,1,1,0,0,0,0.50%,0,0.00%
LED Chlidren Night Light Cute Bun Dumpling Cartoon Soft Silicone Night Lamp for,403938219097,Promoted,10,923,10,233.30%,22,10.30%,24,544,-23.50%,323,-23.30%,556,367,1,0,0,0,1,0.00%,0,0.00%
500ml Glass Oil & Vinegar Dispenser Oil Measuring Bottle Kitchen Diet Meal Prep,403940664449,Promoted,10,464,1,-,3,-20.00%,32,417,74.50%,11,-56.00%,423,41,2,2,0,0,0,0.40%,0,0.00%
ANENG XL830L Digital Multimeter AC DC Voltmeter Ammeter Ohmmeter Volt Tester,403970378760,Promoted,10,483,0,-100.00%,11,22.20%,97,358,132.50%,17,-39.30%,359,124,0,0,0,0,0,0.00%,0,-
Digital Multimeter Tester AC DC Volt Ohm Amp Clamp Meter Auto Range LCD Handheld,403970378761,Promoted,10,532,2,100.00%,6,0.00%,105,346,-42.50%,73,-30.50%,355,177,1,1,0,0,0,0.20%,0,0.00%
Smart Digital Laser Tape Measure 100ft/30m Smart Tape Measure Distance Meter,403973486287,Promoted,10,618,6,-40.00%,8,7.70%,89,461,11.10%,54,1.90%,500,118,1,0,0,0,1,0.00%,0,0.00%
900Miles Green Laser Pointer Pen 532nm Rechargeable 1mw Lazer Battery & Charger,403973528225,Promoted,10,803,0,-100.00%,5,25.00%,90,676,61.70%,32,33.30%,683,120,26,0,3,0,23,0.00%,0,0.00%
"Handheld RGB Stick Fill Light 20"" CRI 95+ 2500K-9000K Photography Studio Light",404007807730,Promoted,10,360,7,-36.40%,31,-51.30%,64,116,-64.80%,142,-70.20%,138,222,5,0,0,0,5,0.00%,0,0.00%
Magnetic Action Camera Quick Release Bracket For GoPro Hero 11 10 9 8,404007826352,Promoted,10,"1,180",13,-59.40%,26,-42.60%,140,888,-75.70%,113,-50.90%,933,247,3,3,0,0,0,0.30%,0,0.00%
Mini Portable Coffee Bean Grinder Professional Ceramic Grinding Core USB Grinder,404008169790,Promoted,10,331,8,14.30%,14,-18.50%,125,138,-36.70%,46,-27.00%,160,171,0,0,0,0,0,0.00%,0,-
Electric Milk Frother Portable Home Foamer Milk Frother Coffee Foam Maker,404008175850,Promoted,10,"13,979",44,4.80%,534,-18.00%,913,"9,295",-11.60%,"3,193",-12.90%,"9,418","4,561",44,17,0,24,3,0.30%,1,2.30%
Complete Pour-Over Coffee Kit Pour-Over Coffee Set Kettle Grinder Scale,404008175851,Promoted,10,971,36,33.30%,50,28.40%,191,534,-5.50%,160,-29.80%,614,357,27,4,0,16,7,2.10%,0,0.00%
Accessories Clip Trim Car Push Pin Rivet Bumper Door Panel Retainer Fastener Kit,404090950199,Promoted,10,79,0,-100.00%,3,-25.00%,11,27,-57.80%,38,-59.10%,28,51,0,0,0,0,0,0.00%,0,-
6000K H7 LED Headlight Kit - Super Bright 18000LM White,404119998033,Promoted,10,130,1,-80.00%,9,-58.30%,40,43,30.30%,37,-51.30%,46,84,1,0,0,1,0,0.80%,0,0.00%
"SPTA Boar Hair Car Detailing Brush Set - Clean Air Vents, Engine Bays, Dashboard",404120020113,Promoted,10,195,2,0.00%,12,-36.40%,70,44,-31.30%,67,36.70%,53,142,2,1,0,1,0,1.00%,0,0.00%
Autel AP200 Bluetooth OBD2 Scanner - Car Diagnostic Tool Full Systems Scan,404120031869,Promoted,10,"1,833",3,-81.30%,138,-46.20%,547,315,21.20%,830,-8.30%,331,"1,502",3,0,0,3,0,0.20%,0,0.00%
High-Grade Leather Keychain  For Sur-Ron Light Bee Lightbee X Electric Off-Road,404148053256,Promoted,10,907,7,16.70%,24,-26.20%,56,349,49.10%,471,207.80%,363,544,6,0,0,6,0,0.70%,0,0.00%
SPTA 5PCS Car Detail Brush Wash Auto Detailing Cleaning Kit Engine Wheel Brushes,404172568020,Promoted,10,"1,234",2,-60.00%,4,-57.10%,69,"1,053",-62.80%,106,8.20%,"1,063",171,9,0,0,9,0,0.70%,0,0.00%
Frame Sliders Crash Protector For YAMAHA MT07 Tracer 700/GT 7 FZ07 Motorcycle,404184761546,Promoted,10,"1,179",8,-88.60%,34,-75.40%,182,796,-29.20%,159,-38.40%,839,340,1,1,0,0,0,0.10%,0,0.00%
Motorcycle Fuel Tank Bag For R1250GS S1000XR F850GS R1200RT/RS F750GS F900XR,404184782092,Promoted,10,802,33,-41.10%,109,-43.00%,280,71,14.50%,309,-51.20%,189,613,0,0,0,0,0,0.00%,0,-
SPTA Car Wash Mitt Microfiber Gloves Effective Washing Washable Lint Free,404184793652,Promoted,10,277,4,300.00%,16,122.20%,120,94,-42.70%,43,104.80%,100,177,1,0,0,1,0,0.40%,0,0.00%
